By,"Status (complete, in progress, out of range, not map)",root_url,collection,Notes,Thumb,IIIF,georeference,Georeference Annotation ,XYZ map tiles,Title,Alternate Title,Creator,Contributor,Artist,Author,Composer,Editor,Lyricist,Producer,Publisher,Coverage,Spatial Coverage,Temporal Coverage,Latitude,Longitude,Bounding Box,External Reference,Advisor,Committee Member,Degree Name,Degree Level,Department,University,Date,Date Created,Date Issued,Date Recorded,Date Submitted,Date Search,Description,Abstract,Award,Frequency,Sponsorship,Table of Contents,Subject,LCSH Subject,Language,Language-ISO,Format,Medium,Extent,Type,Source,Digital Collection,Physical Collection,Series/Location,Subcollection,Repository,Rights,Rights Note,Rights License,Rights URI,Rights DPLA,Identifier,Citation,DOI,ISBN,Permanent Identifier,Related Resource,Relation-Has Format Of,Relation-Has Part,Relation-Has Version,Relation-Is Format Of,Relation-Is Referenced By,Relation-Is Replaced By,Relation-Is Version Of,Relation-References,Relation-Replaces,Transcript,Path,File Name,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:239/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:239/info.json,,,specm_larimerweld1_1916_v3_special_084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- SECTIONS W. 3,,specm_larimerweld1_1916_v3_special_084.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/239,239,240.jpg,/p17393coll70/image/240.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:240/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:240/info.json,,,specm_larimerweld1_1916_v3_special_085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4Z 191T SECTIONS A- *4 Gr-4Â° â– 5b A Gr. Sb- Io A- 3i Gr- 4o Pa- 3&lt; as - 3v L Gr - H a- 3r A - 5a Gr- Vi Pa - Po--J^ Â£s-/x3 G- 9 Sb- /? a- 'ir 6rA^ Pa - Â»3 hi- xJ"" Gr/-- 4^- A&gt;&lt;&gt;- 4* 73S aT4 Gr - 37 Pa- 3-Â» as - 5p- 88 A- It Gr- 3G Pa- * e&gt;? - t *- C- 37 oc. - /(, Gr- 18 Po-!^- Tb- A- Gr- Po- P&gt;s A - Gr- Pa n s I Sb-/? ' a - y Â« C-rr.-l \ Pa - 4 5b- *1 A -/7*&gt; Gr-Pt 3 Pa- 735-/13 C- 5 Gr - 3o Pa - 3o AF\T 5b-// A-t-7 C,r-/o Po-'Â° &gt;3S- 7 5b-1^ A - Gr- Po- lit - % Gr-37 Pa-yo f55-3Â« 7/7 &gt;SS- 36 C- 4-^ a&lt;jp- 36 pf- 44 GrlP Pa - â€¢/&lt;. /3s - ^6 oiz/ - -Stat- /8 A - 3P Gr- Pa-^ /3 s &lt;Srâ€œ ^c' di /' LI AÂ»-3^ 05- &gt;^ Vo Sb- 13 A - PS Gr- Pa - 3&lt;T /3S-^ ~7(aÂ« 5-b- 37 A-^7 -55-33 /$~3 5b-27 -4-/7? Gr.m Pa - as-/7 c- 3^ p- -pP out- fP OC.-/'/- A- (jp^ Po - T-'Z7 5^7- r Qr- 2 a Gr- 2-' &lt;5r-/^ Px. - ^7 3 BS- &gt;1 2^2- c- H ~7a Ouk- i&lt;a :-y. ^-1 1 I &gt;7 I I 5b- lÂ°l a&gt;b-C2.^ p - â– â€˜/.r - Â£7 Gr-zs- (jr^ 431 Pa-^-n as-^ ?3 o /J5 â€ eÂ«r-7* 5b- /8 A- Gr-5r Po-5-Â»- hn- J~ ""^rT /3S /Câ€œ A-/7 Gr- po- n SS'37 /4~ a 5fo- A - CS Gr- Pa- 43 Bs- /* / G Â«O A - /o Cr- '7 /4Â». 33 - ;",,specm_larimerweld1_1916_v3_special_085.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/240,240,241.jpg,/p17393coll70/image/241.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:241/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:241/info.json,,,specm_larimerweld1_1916_v3_special_086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,â–¡ â–¡ n a n o o J I J Q,,specm_larimerweld1_1916_v3_special_086.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/241,241,242.jpg,/p17393coll70/image/242.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:242/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:242/info.json,,,specm_larimerweld1_1916_v3_special_087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"&gt;4-3 5b5b-/- Sb g. 4-27 A - X? 2 4- 2K A - IJT4 5b~&lt;~ /=Â»&lt;. - '/ A7- 7o go /Go 4--FÂ« S 6&lt;ji - 2.1 5b -1 J"" /6o 0-5 - 0i~ *â€™ &lt;oo A-So 5b-3 6r- /c= Ss-3o Â«â–  Â«3 - S Cxjt't*/- /G o *s-3/ ;/3s- s ns 05- *35 Cf- 2^ *'&lt;7 31? -2Â£ 5b -7 4-77 A-G3 ""Sb- So ?o Z55-X3 /35-^ /^-23 Z35-2-7 out- // 3S-'? /G# Po-/Â° Po-4- Z3s-x3 735- *-{ Z 0 5b -JTC ^7b- 3o a -6r 4- Sâ€™8 &r-'7 ~'Jd. Ti^-17 &-*â€¢&gt; 435-2-? S3S-37 5b~3 76 A-44 M Ge^ ^-3 A- to Or- 2-8 735- J' Gr~&lt;H G O f3S- &lt;35-3^ 2-4 191 SECTIONS Rj65_W. 5b-4Â»y A - ^2 a - yâ‚¬ A Po - 33 5b -n 8 4-37 /b-w /35-1 J? 7 Po-37 po - ij r?5- /' o&lt;d- ""7 lb-*/ A- 5b ^3 A-2o Po-/! A- io3 Gr- 7^- F&gt;*- 7 /55-/3 6r-2.f OU4-&gt;H- 5b- A - Sb- A - 3jâ€œ Po-^3 /5s- 7 p-*t7 5b-3 ' 4-2-7 Gr * 3 ? /3s- x7_ 5b-'- ac-^ p^.GG PO- 3g B*s - 7 *5b-i4 A - Po-11 54&gt;-5o A-/*t7 -io-gg .q-""7 Z35-7/ go Fa- !e&gt; ns- h A-re Pa-^ /3s-64 0S-/? 56- -74; , , ^3* d. Gr^t .56-7- &lt;35-/d a-ss :&lt; 5^-3 5Z&gt;- ^7 Gr-^S ^b' j-b - 3o 735- 7 3s-^&gt; *a 7^ CL. 2g 3 A - &lt;rg &lt;3c~- x-Â«r",,specm_larimerweld1_1916_v3_special_087.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/242,242,243.jpg,/p17393coll70/image/243.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:243/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:243/info.json,,,specm_larimerweld1_1916_v3_special_088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,â–¡ a a a SECTIONS tl 7 p a n a -S I n ( *4 D a,,specm_larimerweld1_1916_v3_special_088.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/243,243,244.jpg,/p17393coll70/image/244.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:244/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:244/info.json,,,specm_larimerweld1_1916_v3_special_089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4-^3 Z3S-Z7 Po- 1 I â€˜3b-/4- BS - 5b_23 /35--J&lt;o n ""^yy ^â– 3-Â¥ fb-37 ~5b-J^ 0S- W IGV ns- 7 SECTIONS 191aâ€”â€” 5b-/7 4-/? 5i&gt;-3^ 4-^3 /is- 2-3 Gir-lo Po- Po-rj G5-1-7 â€¢5b-?-Â£ /?- I? R&gt;- fJ~ US- *0 73 but- Z^ a - r? &lt;3r- 3 Po- /&lt;&gt;",,specm_larimerweld1_1916_v3_special_089.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/244,244,245.jpg,/p17393coll70/image/245.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:245/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:245/info.json,,,specm_larimerweld1_1916_v3_special_090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,â–¡ â–¡ SECTIONS W. 19U,,specm_larimerweld1_1916_v3_special_090.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/245,245,246.jpg,/p17393coll70/image/246.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:246/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:246/info.json,,,specm_larimerweld1_1916_v3_special_091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A-rt 65- 38 Po-/) /3Â° 6ui- 7 po- /* a5- '* &lt;35-'7 /6 o /(&gt;a â€¢5b- fg Sb-73 5fc&gt;- 31 ^35-/37 /3s- /â–¡ z&gt; 27 6 5b-/S f 3 /I SECTIONS 19171 s Po- 3o 2&gt;s - 3--&gt; â€˜Sb- ff""/ A - 2-W Z35- Out- Zu A-rt Pu-3o /3 s '3o Gr- fio - t o J3s- 2&lt;r cjr- Po- 7J- ns- 3^ 56- 2â€” Z5 5-? 1 Gr- Po- ^4 rts-iy A -7^ f3 Gr-/3~ GP- po - o z3s- -4-/3 2- 3r~ /^o a&lt;z- ""^77 a&lt;ji -4&gt;7 3^ Sb- b-i* â– 5b-27 &gt; - /at &gt;Â»-^7 r- 6&gt;r Gr-7Â¥ -7? F.-V7 ^73 ns -rt C- 3/ ou+ - â– *- - /o G Si- 0 - 7-f - /35-'2' â–  c- z '3 7- O ue- z&gt;",,specm_larimerweld1_1916_v3_special_091.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/246,246,247.jpg,/p17393coll70/image/247.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:247/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:247/info.json,,,specm_larimerweld1_1916_v3_special_092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Â°\ o 1 o 1 O % o ol O 1 â€¢ O &lt;A Â° o Â° O Jo c O ~t"" o -v O / Â° o-^-o v Â° -*â€¢ -b o -t &lt;9 f O yc &lt;o o O -t"" O V O o o o ~h C â€”t O H- O o O C O o o O Q -f O O O o Q O o o t~ O â€¢*- o ""t o o o O O c o o o o -V O -A o o 0 o o o o -f- o â– &lt; C o O O o o o O O o O'4' O o Â° o C T Â° T- O T- o o o o T- O o -V Â° Â« o o -v O â– + o o o o O o o o o o &lt;i o &lt;* G o &lt;3 Â© o o O &lt;s * o -f- o COG O O o o c Â° o SECTIONS TN, RW. 191",,specm_larimerweld1_1916_v3_special_092.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/247,247,248.jpg,/p17393coll70/image/248.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:248/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:248/info.json,,,specm_larimerweld1_1916_v3_special_093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4-6 74 19171 SECTIONS pa-rr l3S-/7 i 6u+- 43 Sb- 6 A - Gr-t-7 Pa-t-'i Ks-Vi. *-Qtâ€” l4 A-7o Gr-^o Po-3Â° /3S-Z-J"" 5b-7 A-6? Gr-W Po-P! PS- r&lt;/ 5eÂ» - ""3i A - &lt;$r- To Pa - Tz- 5b- 3T A - Gr- 5Â° ~^-7 /4-^j ^&lt;1 Po -H /^-rn 31 ?/- * y 7r* *4-iÂ£"" nr- to Po-iO 05-3-&gt; Out - i 4 5b -37 A~C^ G,r--C7 Po-PC BS-J^ P- 3 Sq-AT a -/J-7 P*- &lt;)o &gt;35- vr c- 3Jâ€œ oj-Yi Sb-//* Sb-x A-71 Gr- W /3s-'** c- vr out-- 7&lt;f P$ -63 ZkZ^â€œ /J "" '-j_74 5b - A - J~ Gr-Â» Pa - f3S- Â»-Y a-z-t &r-7a Pa- â€¢AT &3-j4 c_- 4 /4-7&lt;Â» \ Gr-7&lt;= Po-^T A- 3Â«Â» Gr-W Pa- /? Z35-3y 5b- A -/X7 Gr- Pa- &lt;J- P&gt;5- c - 3 -r - 2-Y'l a- it* ; _/3T /35- 7^, c- i- Â¥0 vr. nr h&gt;- -/â€¢ c- 7 Out - 't pf- 4. /J'o ur^ PÂ»Â»- 2-d A 36 Gr- &gt;&lt;i Pc â– x L. 7 3 3lj - ^4 Râ€™-3| zL- IJJ ./â– -/a "" 5b-f3 A- 13-b- Gr- C3 po- I 13-i - c- G8 aui-^4 J Gr-'X \Pa-&gt;3 i Ps-/O \ 6 3 /&lt;.-'&lt; : /â€¢?- â€œ 4 M- â€”_â€”â€”â€” c &gt; 3 G ? â€¢ Sb-31 "" &lt; a- ; 5b- 3i .Gr-bi - i. A""t â€¢ Grt~-iac, â€¢ Pt,- 3d /3 5-yo * 3-t} A- 4a Gr-- 4-G Gr-""7 Pa- 73 '35-3'i /3 5^/a.x- c- A-!o &gt;7 Gr-3a ,â€™ uu t - 3 Â£Â» /J 5- ZJ"" C, - 7o Â«Sl/ Cut' // 5b- A- c- fÂ° OC- â€¢ A-ST 5b-7 t /^-j-3 &lt;3r- 7 v; p*-.t 3i-r A - /ao G- Vo &gt;70",,specm_larimerweld1_1916_v3_special_093.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/248,248,249.jpg,/p17393coll70/image/249.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:249/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:249/info.json,,,specm_larimerweld1_1916_v3_special_094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"u r SECTIONS â– o-Zj i _-rf! 3l4 - ra\ â€™/a] - ,r- â€œV n â€” n I",,specm_larimerweld1_1916_v3_special_094.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/249,249,250.jpg,/p17393coll70/image/250.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:250/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:250/info.json,,,specm_larimerweld1_1916_v3_special_095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sb- 17 Sb-3&lt;Â¥ f55- XV â– Sb- Sb--V7 735- 8 /3J-67 23 !35-'Â° MH-*/! G&gt; / Po-31 32 3-4-1 St&gt;- 3$ â– 5b-3 8 Gr- ST ns -1 Po-3 oui - V* 53o o /Â»u7.y? /7 2-3o A - Gr â€™ I RÂ»-lS Sb-Jo Sb-IL Â» 73S- â– 5IO-/37 /3S- /3 Sb-7 PoJ r/- 350 A- g 5b-2 8 â– 3s-Â¥8 Hs- 7 83 X35-&lt;oS 2-7 G 7 /33-Z# ^-7 sb-/7 ^*7 Gr- ** 3s-3 f Z3 C- 3Â¥ 4 - s'v Gr-yj Â»â–¡-&lt;. /3s- Co .&lt; A-1*1 _ /fo 3S-6 Pc-Si 36 J/? A- 37 /3s -*&lt;&gt; V 6b -3 73 Â« /33 -fo&lt;o I' 7 .T_B_N, R_G^_W. 191 SECTIONS Gr â– Ob - 3o 5o- 7 ^-37 /35-/O oaf- ""5b-&lt;Â° A-?o Po- n out- ^b-/7 a-H* sr ysz n^r&lt;r A - 3o Gr- Vo po-vs- 65-1-3 ' 7Â¥ o Ml- '^ ib- 3 S A - 37 Cyr- V / 5b- V* A - ^3 R.- 7x- - /â– *- Gr-^7 A- Gr* S/&gt;-4 4-/3 nZTrce M^p pi - Aut- 3*1 3 Gr- f7 f^c-^*t z3S-/7 \Po-&gt;/ Gr. A-i I3S- /a )Vo 5^-/ oui - /6 o 6r- ^7 ^5- 7 â–¡ 5-/1 90 Gr- it Pa - J jâ€œ C- /3 P- &lt;* jtrf-SCa â– 7- -r* '^^7 135- ? * /V o g ns-7 4 A } Gr-/^ 6/ 4-/Â« 6u]-3J_ * 5b-/i- A - ""V! â– 5b - 24 â€˜ a - -^~r 4/ ' &lt;^r- *f7 Gr-v^ -fa &lt; ou+ - 3 7 ^-â– v7 ^â€¢3/c //y /& r",,specm_larimerweld1_1916_v3_special_095.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/250,250,251.jpg,/p17393coll70/image/251.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:251/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:251/info.json,,,specm_larimerweld1_1916_v3_special_096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u ft ft n n â–¡ 0 n n â–¡ n ft â–¡ ft â–¡ ft 191 W. SECTIONS }n/Vrce rccK M^O '3 7 Â» o A/- Y c oV n\ a,,specm_larimerweld1_1916_v3_special_096.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/251,251,252.jpg,/p17393coll70/image/252.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:252/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:252/info.json,,,specm_larimerweld1_1916_v3_special_097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48 go 4* SECTIONS 1917 I j35-Â£ â–  1 Gr . 3- PS - 33 Â©o+- '*? /4&gt;- 8 ~""Â£Ti C- 3o x/- ^â– 3-r 7-^ &gt;1-34 /35-K -?a Sb - 4 A - ' Â° Ms - 2-C /*7 A-SA- P-'+ . go aS- 7 ' 5b- Sb-/o -St,.-/ - - % A J, SS-^-T. - Sb- '+3 A- c;z-- 36 Po â€” C.~ â€œ7 Oo- Ocif"" f -5 b-4*= A - y-r Gr- '7 pa - 6",,specm_larimerweld1_1916_v3_special_097.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/252,252,253.jpg,/p17393coll70/image/253.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:253/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:253/info.json,,,specm_larimerweld1_1916_v3_special_098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SECTIONS,,specm_larimerweld1_1916_v3_special_098.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/253,253,254.jpg,/p17393coll70/image/254.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:254/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:254/info.json,,,specm_larimerweld1_1916_v3_special_099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-24- go SECTIONS ' Gr- /(&gt; F~- "" / ns-S3 ' oaf-- W Gr~ Po- 2.0 /35- 2-o P? /J â€™ zz Ot/h?* c-'n ( ^PL. \ 67 ' A- 3^ Gr- 3^ Pa- n&gt;s â–  Ctf-lS ST A-AÂ» *'33 /35-/^ &lt;2r- A- Gr- 4r Gr. n&gt;~ g Po- Z 735-3^ OV/-3-â€*-",,specm_larimerweld1_1916_v3_special_099.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/254,254,255.jpg,/p17393coll70/image/255.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:255/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:255/info.json,,,specm_larimerweld1_1916_v3_special_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SECTIONS W. 191,,specm_larimerweld1_1916_v3_special_100.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/255,255,256.jpg,/p17393coll70/image/256.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70, Volume 1 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:256/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:256/info.json,,,specm_larimerweld1_1916_v3_special_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50 rx-r'j 4-21 A go A -8Â° - / o 8* rss-^o P-73 73 5- f3s-^ 8&lt;&gt; A7- 2-^3 4oo 2.38 &gt; A-tl XI-31 35-72 /&lt;72. â– *-73/ Z35-5\T 5fâ€™; /3s- /3s-6Â° out - 7 out- 7 /35I 76 3 /6 o *â– 3^ 'Gr-3o &r-7J &gt;35 -8o 05-J 7 oat- 3 65- ac 5b-. A-/Z&lt;&gt; Gr-3Z po-3Q z4- Out- pf/o-y /3s- A-rt Po-&gt; /^-7/ /55-ZV Po - 37 Pu - 8^ Us-tai' li^&gt;- G-T out - &lt;J(&gt; /6o 735-70 4 5- SECTIONS T_S__N, 19 IT",,specm_larimerweld1_1916_v3_special_101.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/256,256,257.jpg,/p17393coll70/image/257.jpg
