By,"Status (complete, in progress, out of range, not map)",Notes,is_map,root_url,collection,thumbnail,Thumb,IIIF,georeference,Georeference Annotation,local_annotation,XYZ map tiles,Category,Keywords,Scale,Title,Alternate Title,Creator,Contributor,Artist,Author,Composer,Editor,Lyricist,Producer,Publisher,Coverage,Spatial Coverage,Temporal Coverage,Latitude,Longitude,Bounding Box,External Reference,Advisor,Committee Member,Degree Name,Degree Level,Department,University,Date,Date Created,Date Issued,Date Recorded,Date Submitted,Date Search,Description,Abstract,Award,Frequency,Sponsorship,Table of Contents,Subject,LCSH Subject,Language,Language-ISO,Format,Medium,Extent,Type,Source,Digital Collection,Physical Collection,Series/Location,Subcollection,Repository,Rights,Rights Note,Rights License,Rights URI,Rights DPLA,Identifier,Citation,DOI,ISBN,Permanent Identifier,Related Resource,Relation-Has Format Of,Relation-Has Part,Relation-Has Version,Relation-Is Format Of,Relation-Is Referenced By,Relation-Is Replaced By,Relation-Is Version Of,Relation-References,Relation-Replaces,Transcript,Path,File Name,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,children,id,geojson,latitude,longitude,area
Bronson,Complete,,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll186,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll186/id/25247/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll186:25247/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll186:25247/info.json,https://annotations.allmaps.org/images/e055eae66eceab32,annotations/e055eae66eceab32.json,https://allmaps.xyz/images/e055eae66eceab32/{z}/{x}/{y}@2x.png,"historic, inlandWaters, elevation, farming, society","imagery, plss",City,Aerial photograph: 3DD-028,,"United States. Agricultural Stabilization and Conservation Service, photographer",,,,,,,,,,Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,,,,1963 August 24,,,,,8/24/63,,,,,,,Aerial photography -- Colorado -- Larimer County; Burlington Northern Railroad Company; Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,English,eng,,,,,,North Poudre Irrigation Company Records,North Poudre Irrigation Company Records,Series 11: Oversize; Subseries 2: Aerial photographs,,Colorado State University. Libraries,,,,,,,,,,https://hdl.handle.net/10217/186343,Finding aid: https://archives.colostate.edu/repositories/2/resources/54; wwdl,,,,3DD-22 to 3DD-32. 1963,,,,,,,,wnpra3DD028.jpg,,10/12/21,,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll186/id/25247,25247,,,,p17393coll186-25247,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/3f91b521c976ab2e"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-10-21T17:39:37.344Z"", ""modified"": ""2025-10-21T17:39:37.344Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll186:25247"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll186:25247"", ""type"": ""ImageService2"", ""width"": 2362, ""height"": 2353}, ""gcps"": [{""id"": ""61532a76e3770c8c"", ""index"": 1.1396588590052872, ""resource"": [1218, 1163], ""geo"": [-105.0005737, 40.696606]}, {""id"": ""9f2d9ed34a3bb355"", ""index"": 0.0004398276774976173, ""resource"": [1204, 383], ""geo"": [-105.0001335, 40.7113122]}, {""id"": ""9087d22ff25bd449"", ""index"": 2.2329671496987666, ""resource"": [491, 1941], ""geo"": [-105.0191856, 40.6825291]}], ""resourceMask"": [[85, 37], [2261, 44], [2264, 2233], [1443, 2234], [1437, 2191], [1396, 2193], [1387, 2174], [1309, 2177], [1305, 2145], [945, 2147], [935, 2180], [887, 2182], [868, 2234], [77, 2228]], ""transformation"": {""type"": ""polynomial"", ""options"": {""order"": 1}}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/3f91b521c976ab2e"", ""version"": ""https://annotations.allmaps.org/maps/3f91b521c976ab2e@765d9223c30239f1"", ""image"": {""id"": ""https://annotations.allmaps.org/images/e055eae66eceab32"", ""version"": ""https://annotations.allmaps.org/images/e055eae66eceab32@02cd2fa0ce702039"", ""canvases"": []}, ""scale"": 0.479767, ""area"": 20591960.57}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-105.027230428, 40.71872418], [-105.029627643, 40.677452626], [-105.010233665, 40.676708047], [-105.009715435, 40.677672545], [-105.008536182, 40.677671901], [-105.008257772, 40.67828563], [-104.99942643, 40.678035882], [-104.999360473, 40.677429816], [-104.997444437, 40.677424059], [-104.997242791, 40.677058918], [-104.996235219, 40.677063863], [-104.996131259, 40.676248962], [-104.975994472, 40.675612309], [-104.973869051, 40.716854965], [-105.027230428, 40.71872418]]]}}]}",40.69730158,-105.0016737,35.85848402
,Needs expert,no info(challenging),y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll186,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll186/id/25248/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll186:25248/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll186:25248/info.json,,,,,,,Aerial photograph: 4DD-019,,"United States. Agricultural Stabilization and Conservation Service, photographer",,,,,,,,,,Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,,,,1963 September 2,,,,,9/2/63,,,,,,,Aerial photography -- Colorado -- Larimer County; Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,North Poudre Irrigation Company Records,North Poudre Irrigation Company Records,Series 11: Oversize; Subseries 2: Aerial photographs,,Colorado State University. Libraries,,,,,,,,,,https://hdl.handle.net/10217/186248,Finding aid: https://archives.colostate.edu/repositories/2/resources/54; wwdl,,,,4DD-15 to 4DD-45. 1963,,,,,,,,wnpra4DD019.jpg,,10/12/21,,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll186/id/25248,25248,,,,p17393coll186-25248,,,,
Bronson,Complete,,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll186,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll186/id/25249/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll186:25249/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll186:25249/info.json,https://annotations.allmaps.org/images/cf6abf355e2d1ab2,annotations/cf6abf355e2d1ab2.json,https://allmaps.xyz/images/cf6abf355e2d1ab2/{z}/{x}/{y}@2x.png,"historic, inlandWaters, elevation, farming","imagery, plss",City,Aerial photograph: 3DD-070,,"United States. Agricultural Stabilization and Conservation Service, photographer",,,,,,,,,,Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,,,,1963 August 24,,,,,8/24/63,,,,,,,Aerial photography -- Colorado -- Larimer County; Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,English,eng,,,,,,North Poudre Irrigation Company Records,North Poudre Irrigation Company Records,Series 11: Oversize; Subseries 2: Aerial photographs,,Colorado State University. Libraries,,,,,,,,,,https://hdl.handle.net/10217/186237,Finding aid: https://archives.colostate.edu/repositories/2/resources/54; wwdl,,,,3DD-61 to 3DD-72. 1963,,,,,,,,wnpra3DD070.jpg,,10/12/21,,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll186/id/25249,25249,,,,p17393coll186-25249,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/7b75b5d379e10c7f"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-10-21T17:43:48.564Z"", ""modified"": ""2025-10-21T17:43:48.564Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll186:25249"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll186:25249"", ""type"": ""ImageService2"", ""width"": 2345, ""height"": 2353}, ""gcps"": [{""id"": ""2091ec7dfa92ea24"", ""index"": 1.282486384478025, ""resource"": [2057, 1198], ""geo"": [-104.9432854, 40.6822313]}, {""id"": ""51e370b6435d0101"", ""index"": 0.3040065902940048, ""resource"": [1257, 1962], ""geo"": [-104.9627571, 40.6677771]}, {""id"": ""f36748c071deddac"", ""index"": 2.7386011448660534, ""resource"": [1296, 432], ""geo"": [-104.962118, 40.6964722]}], ""resourceMask"": [[86, 135], [89, 2314], [2279, 2320], [2264, 137]], ""transformation"": {""type"": ""polynomial"", ""options"": {""order"": 1}}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/7b75b5d379e10c7f"", ""version"": ""https://annotations.allmaps.org/maps/7b75b5d379e10c7f@6a6723f6ed3d204d"", ""image"": {""id"": ""https://annotations.allmaps.org/images/cf6abf355e2d1ab2"", ""version"": ""https://annotations.allmaps.org/images/cf6abf355e2d1ab2@bdf186d45e75fc5e"", ""canvases"": []}, ""scale"": 0.481139, ""area"": 20576136.78}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-104.991870738, 40.701846801], [-104.9913444, 40.660989134], [-104.93760484, 40.66122849], [-104.938426466, 40.702159233], [-104.991870738, 40.701846801]]]}}]}",40.68153726,-104.9648032,35.81574341
Bronson,Complete,,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll186,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll186/id/25250/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll186:25250/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll186:25250/info.json,https://annotations.allmaps.org/images/b73fe37c03b43d61,annotations/b73fe37c03b43d61.json,https://allmaps.xyz/images/b73fe37c03b43d61/{z}/{x}/{y}@2x.png,"historic, inlandWaters, elevation, farming","imagery, plss",City,Aerial photograph: 3DD-074,,"United States. Agricultural Stabilization and Conservation Service, photographer",,,,,,,,,,Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,,,,1963 August 24,,,,,8/24/63,,,,,,,Aerial photography -- Colorado -- Larimer County; Reservoirs -- Colorado -- Larimer County; Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,English,eng,,,,,,North Poudre Irrigation Company Records,North Poudre Irrigation Company Records,Series 11: Oversize; Subseries 2: Aerial photographs,,Colorado State University. Libraries,,,,,,,,,,https://hdl.handle.net/10217/186240,Finding aid: https://archives.colostate.edu/repositories/2/resources/54; wwdl,,,,3DD-74 to 3DD-84. 1963,,,,,,,,wnpra3DD074.jpg,,10/12/21,,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll186/id/25250,25250,,,,p17393coll186-25250,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/81504391132782f4"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-10-21T17:49:47.903Z"", ""modified"": ""2025-10-21T17:49:47.903Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll186:25250"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll186:25250"", ""type"": ""ImageService2"", ""width"": 2356, ""height"": 2358}, ""gcps"": [{""id"": ""14de20d97916f735"", ""index"": 1.6453767853340546, ""resource"": [2051, 1173], ""geo"": [-104.9440095, 40.6243052]}, {""id"": ""43362b977e2cbbc5"", ""index"": 0.032284051866886765, ""resource"": [2044, 398], ""geo"": [-104.9438764, 40.6387462]}, {""id"": ""94c6a2edefba9f4f"", ""index"": 2.6584689644616306, ""resource"": [1295, 1956], ""geo"": [-104.9630299, 40.6098107]}], ""resourceMask"": [[97, 105], [90, 2307], [2279, 2329], [2302, 132]], ""transformation"": {""type"": ""polynomial"", ""options"": {""order"": 1}}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/81504391132782f4"", ""version"": ""https://annotations.allmaps.org/maps/81504391132782f4@e95d655a98020ce4"", ""image"": {""id"": ""https://annotations.allmaps.org/images/b73fe37c03b43d61"", ""version"": ""https://annotations.allmaps.org/images/b73fe37c03b43d61@5622ee61cd98570f"", ""canvases"": []}, ""scale"": 0.480382, ""area"": 20941752.52}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-104.991948544, 40.644449344], [-104.992992219, 40.603421638], [-104.938823488, 40.602737571], [-104.937385791, 40.643670111], [-104.991948544, 40.644449344]]]}}]}",40.62359472,-104.9652967,36.3893371
,Needs expert,no info(challenging),y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll186,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll186/id/25251/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll186:25251/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll186:25251/info.json,,,,,,,Aerial photograph: 2DD-022,,"United States. Agricultural Stabilization and Conservation Service, photographer",,,,,,,,,,Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,,,,1963 August 16,,,,,8/16/63,,,,,,,Aerial photography -- Colorado -- Larimer County; Irrigation canals and flumes--Colorado; Reservoirs -- Colorado -- Larimer County; Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,English,eng,,,,,,North Poudre Irrigation Company Records,North Poudre Irrigation Company Records,Series 11: Oversize; Subseries 2: Aerial photographs,,Colorado State University. Libraries,,,,,,,,,,https://hdl.handle.net/10217/186275,Finding aid: https://archives.colostate.edu/repositories/2/resources/54; wwdl,,,,2DD-22 to 2DD-32. 1963,,,,,,,,wnpra2DD022.jpg,,10/12/21,,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll186/id/25251,25251,,,,p17393coll186-25251,,,,
,Needs expert,no info(challenging),y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll186,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll186/id/25252/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll186:25252/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll186:25252/info.json,,,,,,,Aerial photograph: 4DD-017,,"United States. Agricultural Stabilization and Conservation Service, photographer",,,,,,,,,,Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,,,,1963 September 2,,,,,9/2/63,,,,,,,Aerial photography -- Colorado -- Larimer County; Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,North Poudre Irrigation Company Records,North Poudre Irrigation Company Records,Series 11: Oversize; Subseries 2: Aerial photographs,,Colorado State University. Libraries,,,,,,,,,,https://hdl.handle.net/10217/186247,Finding aid: https://archives.colostate.edu/repositories/2/resources/54; wwdl,,,,4DD-15 to 4DD-45. 1963,,,,,,,,wnpra4DD017.jpg,,10/12/21,,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll186/id/25252,25252,,,,p17393coll186-25252,,,,
Bronson,Complete,,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll186,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll186/id/25253/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll186:25253/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll186:25253/info.json,https://annotations.allmaps.org/images/b9ce348356a1e2e9,annotations/b9ce348356a1e2e9.json,https://allmaps.xyz/images/b9ce348356a1e2e9/{z}/{x}/{y}@2x.png,"historic, inlandWaters, elevation","imagery, plss",City,Aerial photograph: 2DD-093,,"United States. Agricultural Stabilization and Conservation Service, photographer",,,,,,,,,,Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,,,,1963 August 19,,,,,8/19/63,,,,,,,Irrigation canals and flumes--Colorado; Aerial photography -- Colorado -- Larimer County; Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,English,eng,,,,,,North Poudre Irrigation Company Records,North Poudre Irrigation Company Records,Series 11: Oversize; Subseries 2: Aerial photographs,,Colorado State University. Libraries,,,,,,,,,,https://hdl.handle.net/10217/186291,Finding aid: https://archives.colostate.edu/repositories/2/resources/54; wwdl,,,,2DD-87 to 2DD-128. 1963,,,,,,,,wnpra2DD093.jpg,,10/12/21,,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll186/id/25253,25253,,,,p17393coll186-25253,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/b315e2bcee59932f"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-10-21T17:57:19.886Z"", ""modified"": ""2025-10-21T17:57:19.886Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll186:25253"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll186:25253"", ""type"": ""ImageService2"", ""width"": 2324, ""height"": 2353}, ""gcps"": [{""id"": ""090d79ca962aed15"", ""index"": 2.754303012225563, ""resource"": [1203, 1475], ""geo"": [-105.1923783, 40.8298558]}, {""id"": ""7f691b466ca993e2"", ""index"": 1.4270784638670917, ""resource"": [522, 1384], ""geo"": [-105.209096, 40.8319816]}, {""id"": ""baf911d98a9ef1bb"", ""index"": 0.8912884936343299, ""resource"": [1882, 820], ""geo"": [-105.1752669, 40.841694]}], ""resourceMask"": [[21, 108], [883, 110], [899, 157], [934, 161], [938, 176], [1018, 181], [1024, 204], [1387, 208], [1394, 173], [1440, 172], [1459, 120], [2310, 124], [2302, 2328], [14, 2313]], ""transformation"": {""type"": ""polynomial"", ""options"": {""order"": 1}}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/b315e2bcee59932f"", ""version"": ""https://annotations.allmaps.org/maps/b315e2bcee59932f@2c910ad7f9c866f6"", ""image"": {""id"": ""https://annotations.allmaps.org/images/b9ce348356a1e2e9"", ""version"": ""https://annotations.allmaps.org/images/b9ce348356a1e2e9@e6ebffe0657d8c81"", ""canvases"": []}, ""scale"": 0.481077, ""area"": 21613942.39}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-105.220677019, 40.856175158], [-105.22215869, 40.81490888], [-105.165818512, 40.813208398], [-105.164312807, 40.854455339], [-105.185268942, 40.855058261], [-105.185767752, 40.854096775], [-105.186901238, 40.854106602], [-105.187094417, 40.853455856], [-105.196032041, 40.853755969], [-105.196166153, 40.854190179], [-105.198133432, 40.854333404], [-105.198223037, 40.854616639], [-105.199082646, 40.854713224], [-105.199448788, 40.855602843], [-105.220677019, 40.856175158]]]}}]}",40.83451868,-105.1932606,37.79628169
,Needs expert,no info(challenging),y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll186,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll186/id/25254/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll186:25254/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll186:25254/info.json,,,,,,,Aerial photograph: 2DD-073,,"United States. Agricultural Stabilization and Conservation Service, photographer",,,,,,,,,,Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,,,,1963 August 19,,,,,8/19/63,,,,,,,Aerial photography -- Colorado -- Larimer County; Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,North Poudre Irrigation Company Records,North Poudre Irrigation Company Records,Series 11: Oversize; Subseries 2: Aerial photographs,,Colorado State University. Libraries,,,,,,,,,,https://hdl.handle.net/10217/186282,Finding aid: https://archives.colostate.edu/repositories/2/resources/54; wwdl,,,,2DD-73 to 2DD-85. 1963,,,,,,,,wnpra2DD073.jpg,,10/12/21,,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll186/id/25254,25254,,,,p17393coll186-25254,,,,
Bronson,Complete,,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll186,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll186/id/25255/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll186:25255/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll186:25255/info.json,https://annotations.allmaps.org/images/344fa0f44afb5bde,annotations/344fa0f44afb5bde.json,https://allmaps.xyz/images/344fa0f44afb5bde/{z}/{x}/{y}@2x.png,"historic, inlandWaters, elevation, farming","imagery, plss",City,Aerial photograph: 1DD-124,,"United States. Agricultural Stabilization and Conservation Service, photographer",,,,,,,,,,Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,,,,1963 August 24,,,,,8/24/63,,,,,,,Rivers -- Colorado -- Larimer County; Aerial photography -- Colorado -- Larimer County; Irrigation canals and flumes--Colorado; Reservoirs -- Colorado -- Larimer County; Cache la Poudre River Watershed (Colo.); Larimer County (Colo.),,English,eng,,,,,,North Poudre Irrigation Company Records,North Poudre Irrigation Company Records,Series 11: Oversize; Subseries 2: Aerial photographs,,Colorado State University. Libraries,,,,,,,,,,https://hdl.handle.net/10217/186260,Finding aid: https://archives.colostate.edu/repositories/2/resources/54; wwdl,,,,1DD-116 to 1DD-126. 1963,,,,,,,,wnpra1DD124.jpg,,10/12/21,,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll186/id/25255,25255,,,,p17393coll186-25255,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/d4ee8779ec0688ef"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-10-28T17:03:19.827Z"", ""modified"": ""2025-10-28T17:03:19.827Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll186:25255"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll186:25255"", ""type"": ""ImageService2"", ""width"": 2321, ""height"": 2351}, ""gcps"": [{""id"": ""12476eacc5c25d36"", ""index"": 0.7453012490600152, ""resource"": [1262, 1262], ""geo"": [-105.0382906, 40.668218]}, {""id"": ""e33211366aeb1406"", ""index"": 1.7401001768246842, ""resource"": [1352, 340], ""geo"": [-105.0351006, 40.6854537]}, {""id"": ""d217f21c6cc9476b"", ""index"": 2.7337159777233215, ""resource"": [2001, 464], ""geo"": [-105.0192054, 40.6825776]}], ""resourceMask"": [[77, 133], [80, 2303], [2230, 2301], [2263, 2263], [2236, 127], [1452, 127], [1441, 153], [1403, 153], [1391, 186], [1023, 191], [1021, 163], [944, 162], [938, 145], [899, 145], [892, 129]], ""transformation"": {""type"": ""polynomial"", ""options"": {""order"": 1}}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/d4ee8779ec0688ef"", ""version"": ""https://annotations.allmaps.org/maps/d4ee8779ec0688ef@f4672e671f8063da"", ""image"": {""id"": ""https://annotations.allmaps.org/images/344fa0f44afb5bde"", ""version"": ""https://annotations.allmaps.org/images/344fa0f44afb5bde@3de69851c12721b7"", ""canvases"": []}, ""scale"": 0.478835, ""area"": 20457241.19}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-105.066366107, 40.69041666], [-105.068569559, 40.649669735], [-105.015478876, 40.647892379], [-105.014624145, 40.648578018], [-105.013048995, 40.688706812], [-105.032407809, 40.68936862], [-105.032706713, 40.688889724], [-105.033645023, 40.688921801], [-105.033975967, 40.688312316], [-105.043068005, 40.68852908], [-105.043088002, 40.689056502], [-105.044988264, 40.689140277], [-105.045118576, 40.689464538], [-105.046081578, 40.689497459], [-105.046237632, 40.689803788], [-105.066366107, 40.69041666]]]}}]}",40.66902357,-105.0406649,35.59706137
Bronson,Complete,,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll186,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll186/id/25256/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll186:25256/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll186:25256/info.json,https://annotations.allmaps.org/images/6dccbbff71dca469,annotations/6dccbbff71dca469.json,https://allmaps.xyz/images/6dccbbff71dca469/{z}/{x}/{y}@2x.png,"historic, inlandWaters, elevation, farming, society",imagery,City,Aerial photograph: 2DD-266,,"United States. Agricultural Stabilization and Conservation Service, photographer",,,,,,,,,,Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,,,,1963 August 19,,,,,8/19/63,,,,,,,Aerial photography -- Colorado -- Larimer County; Larimer County (Colo.); Cache la Poudre River Watershed (Colo.),,,,,,,,,North Poudre Irrigation Company Records,North Poudre Irrigation Company Records,Series 11: Oversize; Subseries 2: Aerial photographs,,Colorado State University. Libraries,,,,,,,,,,https://hdl.handle.net/10217/186329,Finding aid: https://archives.colostate.edu/repositories/2/resources/54; wwdl,,,,2DD-261 to 2DD-272. 1963,,,,,,,,wnpra2DD266.jpg,,10/12/21,,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll186/id/25256,25256,,,,p17393coll186-25256,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/14d0aaa88569a6a7"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-10-28T17:06:35.755Z"", ""modified"": ""2025-10-28T17:06:35.755Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll186:25256"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll186:25256"", ""type"": ""ImageService2"", ""width"": 2373, ""height"": 2356}, ""gcps"": [{""id"": ""5c48fcaf9e10af8e"", ""index"": 1.8544514399630936, ""resource"": [1344, 1090], ""geo"": [-105.0770098, 40.5525753]}, {""id"": ""ced8d84f852a9750"", ""index"": 0.8153334760868449, ""resource"": [1332, 1866], ""geo"": [-105.0771073, 40.5380961]}, {""id"": ""7be99450ab9681d7"", ""index"": 2.5697257052478015, ""resource"": [592, 304], ""geo"": [-105.0960216, 40.5672608]}], ""resourceMask"": [[97, 44], [2285, 52], [2282, 2255], [1448, 2242], [1429, 2194], [1392, 2192], [1388, 2176], [1308, 2178], [1301, 2148], [944, 2144], [932, 2183], [879, 2183], [869, 2236], [74, 2229]], ""transformation"": {""type"": ""polynomial"", ""options"": {""order"": 1}}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/14d0aaa88569a6a7"", ""version"": ""https://annotations.allmaps.org/maps/14d0aaa88569a6a7@b74e400c667a803d"", ""image"": {""id"": ""https://annotations.allmaps.org/images/6dccbbff71dca469"", ""version"": ""https://annotations.allmaps.org/images/6dccbbff71dca469@61e66fc48fd07c09"", ""canvases"": []}, ""scale"": 0.477312, ""area"": 20952705.51}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-105.108468817, 40.572124951], [-105.108473539, 40.531355276], [-105.088589751, 40.531204154], [-105.088353501, 40.532192831], [-105.087028037, 40.532191464], [-105.086738114, 40.532918862], [-105.077808944, 40.532835016], [-105.07762605, 40.532275061], [-105.075625872, 40.532310315], [-105.07552166, 40.532011665], [-105.074595814, 40.531973393], [-105.074108115, 40.531077263], [-105.053247419, 40.53081318], [-105.053747572, 40.571919236], [-105.108468817, 40.572124951]]]}}]}",40.55172377,-105.0809414,36.32909437
